teamid,season,leagueid,player,num,position,height,weight,birth_date,age,exp,school,player_id,first_name,last_name,team,gp,min,catch_shoot_pts,catch_shoot_fgm,catch_shoot_fga,catch_shoot_fg_pct,catch_shoot_fg3m,catch_shoot_fg3a,catch_shoot_fg3_pct,catch_shoot_efg_pct,catch_shoot_pts_tot,blk,stl,fgm_defend_rim,fga_defend_rim,fgp_defend_rim,blk_tot,dvs,dpp,dtp,drives_fg_pct,pts_48,dpp_tot,dvs_tot,pass,ast,ast_ft,ast_sec,ast_pot,pts_crt,pts_crt_48,ast_tot,pull_ups_pts,pull_ups_fgm,pull_ups_fga,pull_ups_fg_pct,pull_ups_fg3m,pull_ups_fg3a,pull_ups_fg3_pct,pull_ups_efg_pct,pull_ups_pts_tot,reb,reb_chance,reb_col_pct,reb_contested,reb_uncontested,reb_uncontested_pct,reb_tot,oreb,oreb_chance,oreb_col_pct,oreb_contested,oreb_uncontested,oreb_uncontested_pct,dreb,dreb_chance,dreb_col_pct,dreb_contested,dreb_uncontested,dreb_uncontested_pct,shooting_pts,pts_drive,fgp_drive,pts_close,fgp_close,pts_catch_shoot,fgp_catch_shoot,pts_pull_up,fgp_pull_up,fga_drive,fga_close,fga_catch_shoot,fga_pull_up,shooting_efg_pct,cfgm,cfga,cfgp,ufgm,ufga,ufgp,cfg3m,cfg3a,cfg3p,ufg3m,ufg3a,ufg3p,dist,av_spd,dist_pg,dist_48,dist_off,dist_def,av_spd_off,av_spd_def,tch,fc_tch,top,cl_tch,el_tch,pts,pts_tch,pts_hcct,tch_tot
1610612750,2014-15,00,Ronny Turiaf,32,C,82,249,1983-01-13T08:00:00.000Z,31,9,Gonzaga,101142,Ronny,Turiaf,MIN,1,9.8,0,0,0,,0,0,,,0,0,0,3,3,1,0,0,0,0,,0,0,0,8,1,0,0,2,2,9.8,1,0,0,0,,0,0,,,0,0,2,.000,0,0,,0,0,1,.000,0,0,,0,1,.000,0,0,,0,0,,0,,0,,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0.6,3.6,0.6,2.9,0.3,0.3,0,0,10,3,0.3,0,0,0,0,0,10
1610612742,2014-15,00,Monta Ellis,11,G,75,185,1985-10-26T07:00:00.000Z,28,9,Lanier HS (Jackson MS),101145,Monta,Ellis,DAL,12,32.1,2.9,1.1,2.7,0.406,0.8,2.2,0.346,0.547,35,0.2,1.2,1,1.8,0.571,3,9.9,6.9,13.6,0.508,10.3,83,119,37,4.2,0.6,0.8,7.3,10.1,15.1,50,5.2,2.5,5.8,0.429,0.2,0.6,0.286,0.443,62,2.4,4.8,.500,0.8,1.6,.345,29,0.7,1.2,.533,0.3,0.3,.500,1.8,3.6,.488,0.5,1.2,.286,19.7,6.9,0.508,0.3,1,2.9,0.406,5.2,0.429,5.4,0.2,2.7,5.8,0.511,0,0,,0,0,,0,0,,0,0,,27.3,4.2,2.3,3.4,15.1,12.2,0,0,59,48.2,3.2,0.2,2.2,19.7,0.333,0.4,708
1610612761,2014-15,00,Lou Williams,23,G,73,175,1986-10-27T08:00:00.000Z,27,9,South Gwinnett HS (GA),101150,Lou,Williams,TOR,11,18.5,1.6,0.5,1.5,0.375,0.5,1.5,0.375,0.562,18,0,1.2,0.9,1,0.909,0,2.3,1.7,2.7,0.538,4.5,19,25,17.2,0.8,0.1,0.5,3,2.2,5.7,9,4.3,1.9,5.2,0.368,0.5,1.5,0.312,0.412,47,1.2,1.6,.722,0.3,0.9,.231,13,0.4,0.5,.800,0.1,0.3,.250,0.8,1.2,.692,0.2,0.6,.222,10.5,1.7,0.538,0,,1.6,0.375,4.3,0.368,1.2,0,1.5,5.2,0.478,0,0,,0,0,,0,0,,0,0,,13.6,4,1.2,3.2,7.2,6.4,0,0,29.4,26.5,1.6,0.1,0.2,10.5,0.359,0.4,323
1610612761,2014-15,00,Amir Johnson,15,F,81,240,1987-05-01T07:00:00.000Z,27,9,Westchester HS (Los Angeles),101161,Amir,Johnson,TOR,8,25.6,1.2,0.5,0.9,0.571,0.2,0.5,0.5,0.714,10,1.4,0.4,3.1,6.5,0.481,11,0.8,0.6,0.9,0.333,1.2,5,6,33.6,1.8,0.2,0.2,2.5,4,7.5,14,0,0,0.1,0,0,0,,0,0,5.5,10.9,.506,3.8,1.8,.682,44,2.1,4.4,.486,1.9,0.2,.882,3.4,6.5,.519,1.9,1.5,.556,9.6,0.6,0.333,3.2,0.591,1.2,0.571,0,0,0.8,2.8,0.9,0.1,0.586,0,0,,0,0,,0,0,,0,0,,13.7,4,1.7,3.2,7.2,6.5,0,0,43.2,25,0.9,3.9,1.6,9.6,0.223,0.4,346
1610612764,2014-15,00,Marcin Gortat,4,C,83,240,1984-02-17T08:00:00.000Z,30,7,Lodz Poland,101162,Marcin,Gortat,WAS,10,31.2,1.8,0.9,1.7,0.529,0,0,,0.529,18,1.2,0.8,3.8,7.5,0.507,12,0.1,0,0,0,0,0,1,42.1,0.9,0,0.7,2.2,2.1,3.2,9,0.6,0.3,0.8,0.375,0,0,,0.375,6,8.8,14.8,.595,2.4,6.4,.273,88,2.2,4.7,.468,1.3,0.9,.591,6.6,10.1,.653,1.1,5.5,.167,13.7,0,0,7.4,0.586,1.8,0.529,0.6,0.375,0.1,5.8,1.7,0.8,0.571,0,0,,0,0,,0,0,,0,0,,21.4,4.1,2.1,3.3,11.5,10,0,0,56.2,24.4,1.2,7.2,4.5,13.7,0.244,0.6,562
1610612747,2014-15,00,Ronnie Price,9,G,74,190,1983-06-21T07:00:00.000Z,31,9,Utah Valley University,101179,Ronnie,Price,LAL,11,21.2,0.8,0.3,1.5,0.188,0.3,1.5,0.188,0.281,9,0,1.5,0.5,0.8,0.667,0,1.9,0.8,1.6,0.375,1.9,9,21,35.6,4.2,0.2,0.6,8.5,9,20.4,46,1,0.5,1.6,0.278,0.1,0.6,0.143,0.306,11,2.3,3.5,.658,0.4,1.9,.160,25,0.5,0.7,.750,0.3,0.3,.500,1.7,2.7,.633,0.1,1.6,.053,3.9,0.8,0.375,0,,0.8,0.188,1,0.278,0.7,0,1.5,1.6,0.326,0,0,,0,0,,0,0,,0,0,,17.4,4.5,1.6,3.6,9.6,7.8,0,0,43.5,38.4,3.5,0.2,0.3,3.9,0.09,0.1,479
1610612752,2014-15,00,Jose Calderon,3,G,75,200,1981-09-28T07:00:00.000Z,32,9,Villanueva de la Serena Spain,101181
1610612756,2014-15,00,Shavlik Randolph,43,F,82,236,1983-11-24T08:00:00.000Z,30,7,Duke,101183,Shavlik,Randolph,PHX,5,5.9,0,0,0.4,0,0,0.4,0,0,0,0,0,1,1.6,0.625,0,0,0,0,,0,0,0,6.6,0,0,0.2,0.4,0,0,0,0.4,0.2,0.2,1,0,0,,1,2,1.2,3.4,.353,0.8,0.4,.667,6,0.6,1.2,.500,0.4,0.2,.667,0.6,2.2,.273,0.4,0.2,.667,0.6,0,,0.4,1,0,0,0.4,1,0,0.2,0.4,0.2,0.2,0,0,,0,0,,0,0,,0,0,,2,4.1,0.4,3.3,1.1,0.9,0,0,8.4,5.2,0.2,0.8,1,0.6,0.071,0.1,42
1610612751,2014-15,00,Alan Anderson,6,G-F,78,220,1982-10-16T07:00:00.000Z,31,5,Michigan State,101187,Alan,Anderson,BKN,11,17.7,1.3,0.5,1.5,0.312,0.4,1.1,0.333,0.438,14,0.2,0.3,0.5,1.4,0.333,2,1.3,1.3,1.7,0.667,3.5,14,14,14.5,0.5,0.1,0.5,1.3,1.2,3.2,5,1.2,0.5,1.5,0.312,0.3,0.9,0.3,0.406,13,1.9,3.4,.568,0.3,1.6,.143,21,0.5,1,.545,0.2,0.4,.333,1.4,2.4,.577,0.1,1.3,.067,4.3,1.3,0.667,0,0,1.3,0.312,1.2,0.312,0.8,0.1,1.5,1.5,0.488,0,0,,0,0,,0,0,,0,0,,13.4,4.1,1.2,3.3,6.8,6.6,0,0,19.6,14.2,0.5,0.5,0.5,4.3,0.218,0.3,216
1610612761,2014-15,00,Charles Hayes,44,C-F,78,240,1983-06-11T07:00:00.000Z,31,9,Kentucky,101236,Charles,Hayes,TOR,5,9.4,0,0,0,,0,0,,,0,0,0.2,0.8,1.4,0.571,0,0.2,0,0,0,0,0,1,9,1,0,0,1.6,2.8,14.2,5,0,0,0,,0,0,,,0,1.6,2.6,.615,1.2,0.4,.750,8,0.4,1.2,.333,0.4,0,1.000,1.2,1.4,.857,0.8,0.4,.667,0.4,0,0,0.4,0.143,0,,0,,0.2,1.4,0,0,0.111,0,0,,0,0,,0,0,,0,0,,2.9,3.7,0.6,3,1.5,1.4,0,0,11.8,5.6,0.2,1.4,1,0.4,0.034,0.1,59
1610612752,2014-15,00,Andrea Bargnani,77,C-F,84,245,1985-10-26T07:00:00.000Z,28,8,Rome Italy,200745
1610612757,2014-15,00,LaMarcus Aldridge,12,F,83,240,1985-07-19T07:00:00.000Z,28,8,Texas,200746,LaMarcus,Aldridge,POR,10,35.4,6.4,3,6,0.5,0.4,0.9,0.444,0.533,64,1.2,0.5,2.1,4.6,0.457,12,0.9,0.4,0.6,0.333,0.5,4,9,38.9,2.2,0.2,1,4.7,5.3,7.2,22,4.5,2.2,6.6,0.333,0.1,0.3,0.333,0.341,45,8,11.1,.721,2.7,5.3,.338,80,2.1,3.2,.656,1.6,0.5,.762,5.9,7.9,.747,1.1,4.8,.186,21.9,0.4,0.333,3.1,0.667,6.4,0.5,4.5,0.333,0.6,1.5,6,6.6,0.476,0,0,,0,0,,0,0,,0,0,,22.6,3.8,2.3,3.1,12.3,10.3,0,0,63.7,42.5,1.9,3.2,8.1,21.9,0.344,0.5,637
1610612743,2014-15,00,Randy Foye,4,G,76,213,1983-09-24T07:00:00.000Z,30,8,Villanova,200751,Randy,Foye,DEN,9,19.7,3,1,3,0.333,1,2.8,0.36,0.5,27,0.1,0.4,0.7,0.9,0.75,1,3,2,2.9,0.364,4.9,18,27,21.1,2,0,1.1,5.7,4.4,10.8,18,3.1,1.2,2.9,0.423,0.7,1.4,0.462,0.538,28,1.2,2.2,.550,0,1.2,.000,11,0.1,0.3,.333,0,0.1,.000,1.1,1.9,.588,0,1.1,.000,9.4,2,0.364,0,,3,0.333,3.1,0.423,1.2,0,3,2.9,0.529,0,0,,0,0,,0,0,,0,0,,11.7,4,1.3,3.2,6.1,5.6,0,0,32.2,28.1,2.3,0,0.7,9.4,0.293,0.3,290
1610612758,2014-15,00,Rudy Gay,8,F,80,230,1986-08-17T07:00:00.000Z,27,8,Connecticut,200752,Rudy,Gay,SAC,12,36.8,1.8,0.8,2.1,0.36,0.3,1.4,0.235,0.44,22,0.5,1.1,1.8,2.8,0.667,6,5.3,4.8,5.7,0.45,6.2,57,64,36.9,3.6,0.3,0.5,6.2,8.5,11.1,43,5.4,2.4,6.4,0.377,0.6,1.2,0.467,0.422,65,6.6,10.2,.642,2.6,4,.392,79,1.4,2.8,.500,1,0.4,.706,5.2,7.4,.697,1.6,3.6,.306,21.7,4.8,0.45,1.6,0.75,1.8,0.36,5.4,0.377,3.3,0.7,2.1,6.4,0.482,0,0,,0,0,,0,0,,0,0,,29.5,4,2.5,3.2,15.6,13.9,0,0,61.4,48.2,2.9,1.8,2.8,21.7,0.353,0.4,737
1610612746,2014-15,00,JJ Redick,4,G,76,190,1984-06-24T07:00:00.000Z,30,8,Duke,200755,JJ,Redick,LAC,11,28.3,3.8,1.4,4.4,0.312,1.1,3.7,0.293,0.438,42,0.1,0.4,1.1,2.1,0.522,1,2.3,1.5,2.6,0.583,2.5,16,25,22.2,1.6,0.3,0.6,2.5,3.5,6,18,2.6,1.2,2.7,0.433,0.3,0.6,0.429,0.483,29,1.7,3.1,.500,0.3,1.3,.176,19,0.2,0.4,.250,0,0.1,.000,1.5,2.7,.533,0.3,1.2,.188,11.8,1.5,0.583,0.2,0.5,3.8,0.312,2.6,0.433,1.1,0.2,4.4,2.7,0.471,0,0,,0,0,,0,0,,0,0,,23.5,4.5,2.1,3.6,11.8,10,0,0,38.3,30.6,1,0.3,0.9,11.8,0.309,0.4,421
1610612737,2014-15,00,Thabo Sefolosha,25,G,79,222,1984-05-02T07:00:00.000Z,30,8,Vevey Switzerland,200757,Thabo,Sefolosha,ATL,10,23.4,0.6,0.2,1.8,0.111,0.2,1.6,0.125,0.167,6,0.8,1,1,2.1,0.476,8,1.6,1.1,1.7,0.625,2.3,11,16,29,1.7,0.3,0.8,2.9,4.4,9,17,0,0,0.4,0,0,0.1,0,0,0,5.1,8.5,.600,1.4,3.7,.275,51,1.5,2.4,.625,0.9,0.6,.600,3.6,6.1,.590,0.5,3.1,.139,6.4,1.1,0.625,1.7,0.545,0.6,0.111,0,0,0.8,1.1,1.8,0.4,0.391,0,0,,0,0,,0,0,,0,0,,16.5,4.2,1.7,3.4,8.5,8,0,0,38.7,29,1.2,1.7,0.6,6.4,0.165,0.2,387
1610612748,2014-15,00,Shawne Williams,43,F,82,230,1986-02-16T08:00:00.000Z,28,7,Memphis,200761,Shawne,Williams,MIA,12,28.6,7.3,2.6,4.8,0.534,2.2,4.2,0.52,0.759,88,0.5,0.4,2.8,4.9,0.559,6,0.4,0.2,0.3,0.5,0.3,2,5,36.2,1.6,0.2,0.7,2.6,3.7,6.1,19,1.1,0.5,0.9,0.545,0.1,0.2,0.333,0.591,13,5.1,7.8,.624,1.2,3.6,.259,61,1,1.7,.600,0.5,0.5,.500,4.1,6.1,.630,0.8,3.1,.196,11,0.2,0.5,0.4,0.333,7.3,0.534,1.1,0.545,0.2,0.5,4.8,0.9,0.652,0,0,,0,0,,0,0,,0,0,,24.3,4.2,2,3.4,12.2,10.3,0,0,47.2,24.4,1,0.8,2.8,11,0.233,0.5,566
1610612738,2014-15,00,Rajon Rondo,9,G,73,186,1986-02-22T08:00:00.000Z,28,8,Kentucky,200765,Rajon,Rondo,BOS,9,33,1.6,0.6,0.8,0.714,0.4,0.7,0.667,1,14,0.2,1.8,1.3,2,0.667,2,6.9,3.7,6.4,0.556,5.3,33,62,79.8,11.8,0.9,1.1,21.8,27.1,39.4,106,2.1,1,3.6,0.281,0.1,0.8,0.143,0.297,19,8,11.6,.692,2.2,5.8,.278,72,1.3,1.9,.706,0.8,0.6,.583,6.7,9.7,.690,1.4,5.2,.217,10.4,3.7,0.556,0.1,0,1.6,0.714,2.1,0.281,3,0.1,0.8,3.6,0.494,0,0,,0,0,,0,0,,0,0,,20.3,4.1,2.3,3.3,11,9.3,0,0,99.6,81.1,7,1.1,1.6,10.4,0.105,0.1,896
1610612761,2014-15,00,Kyle Lowry,7,G,72,205,1986-03-25T08:00:00.000Z,28,8,Villanova,200768,Kyle,Lowry,TOR,11,33.6,1.1,0.4,2,0.182,0.4,2,0.182,0.273,12,0.1,1.3,1.4,2.5,0.556,1,7.3,6.8,9.7,0.659,9.7,75,80,61,5.9,1,1.5,10.6,13.6,19.5,65,7,3,6.5,0.458,1,2.5,0.407,0.535,77,4.6,8.8,.526,0.9,3.7,.196,51,0.8,1.6,.500,0.5,0.4,.556,3.8,7.2,.532,0.5,3.4,.119,18.3,6.8,0.659,0.2,0.5,1.1,0.182,7,0.458,3.7,0.2,2,6.5,0.531,0,0,,0,0,,0,0,,0,0,,24.4,4,2.2,3.2,13.2,11.2,0,0,81.6,69.1,6.8,1.1,0.2,18.3,0.224,0.3,898
1610612748,2014-15,00,Shannon Brown,26,G,75,215,1985-11-29T08:00:00.000Z,28,8,Michigan State,200769,Shannon,Brown,MIA,3,11.9,0,0,0.3,0,0,0.3,0,0,0,0,0.7,0,0,,0,0.3,0,0,0,0,0,1,2.7,0.3,0,0,0.7,0.7,2.7,1,0,0,0.3,0,0,0.3,0,0,0,0.3,0.3,1.000,0,0.3,.000,1,0,0,,0,0,,0.3,0.3,1.000,0,0.3,.000,4.3,0,0,0,,0,0,0,0,0.3,0,0.3,0.3,0.545,0,0,,0,0,,0,0,,0,0,,2.7,4.5,0.9,3.6,0.6,0.5,0,0,12.7,4.3,0.6,0,0.3,4.3,0.342,1,38
1610612746,2014-15,00,Jordan Farmar,1,G,74,180,1986-11-30T08:00:00.000Z,27,7,UCLA,200770,Jordan,Farmar,LAC,11,14.4,1.6,0.5,1.3,0.429,0.5,1.3,0.429,0.643,18,0.1,0.7,0.5,0.7,0.75,1,1.8,0.7,2.3,0.429,2.4,8,20,20.8,2.1,0.4,0.5,3.8,4.6,15.5,23,1.1,0.5,1.8,0.25,0.2,0.5,0.333,0.3,12,1,1.6,.500,0.2,0.6,.222,11,0.1,0.3,.000,0,0,,0.9,1.4,.600,0.2,0.6,.222,4.2,0.7,0.429,0,0,1.6,0.429,1.1,0.25,0.6,0.1,1.3,1.8,0.488,0,0,,0,0,,0,0,,0,0,,11.3,4.3,1,3.4,5.4,4.7,0,0,30.5,23.1,2.3,0.1,0.3,4.2,0.137,0.2,335
1610612757,2014-15,00,Joel Freeland,19,C-F,82,225,1987-02-07T08:00:00.000Z,27,2,England,200777,Joel,Freeland,POR,8,10.1,0.2,0.1,0.1,1,0,0,,1,2,0.2,0.1,1,2.1,0.471,2,0.2,0.2,0.5,1,1.2,2,2,7.6,0.4,0.1,0.1,0.9,1.1,5.4,3,0,0,0,,0,0,,,0,2.9,5.5,.523,1.8,1.1,.609,23,1.8,3,.583,1.4,0.4,.786,1.1,2.5,.450,0.4,0.8,.333,2.1,0.2,1,0.4,0,0.2,1,0,,0.1,0.4,0.1,0,0.4,0,0,,0,0,,0,0,,0,0,,5.5,4.1,0.7,3.3,3,2.5,0,0,10.8,6.2,0.2,1.2,1.5,2.1,0.198,0.3,86
1610612762,2014-15,00,Steve Novak,16,F,82,225,1983-06-13T07:00:00.000Z,31,8,Marquette,200779,Steve,Novak,UTA,7,3.5,1.7,0.6,1.1,0.5,0.6,1,0.571,0.75,12,0,0,0.3,0.3,1,0,0,0,0,,0,0,0,5,0,0,0,0.3,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.4,0.7,.600,0,0.4,.000,3,0,0,,0,0,,0.4,0.7,.600,0,0.4,.000,1.7,0,,0,,1.7,0.5,0,0,0,0,1.1,0.1,0.667,0,0,,0,0,,0,0,,0,0,,1.7,4.2,0.2,3.4,1,0.8,0,0,6.7,3.7,0.1,0.1,0.3,1.7,0.255,0.5,47
1610612756,2014-15,00,PJ Tucker,17,F-G,78,224,1985-05-05T07:00:00.000Z,29,3,Texas,200782,PJ,Tucker,PHX,8,26.5,4.2,1.5,3,0.5,1.2,2.6,0.476,0.708,34,0.5,1,1.9,3.5,0.536,4,1.2,0.8,1,0.6,1.4,6,10,26.2,1.2,0.1,0.2,2.9,3,5.4,10,0.5,0.2,1.1,0.222,0,0.4,0,0.222,4,5.8,9.4,.613,1.8,4,.304,46,0.9,1.8,.500,0.6,0.2,.714,4.9,7.6,.639,1.1,3.8,.231,7.8,0.8,0.6,0.9,0.4,4.2,0.5,0.5,0.222,0.6,0.6,3,1.1,0.549,0,0,,0,0,,0,0,,0,0,,13.6,3.8,1.7,3.1,6.8,6.8,0,0,34.8,22.4,0.9,1.6,1,7.8,0.223,0.3,278
1610612737,2014-15,00,Paul Millsap,4,F,80,253,1985-02-10T08:00:00.000Z,29,8,Louisiana Tech,200794,Paul,Millsap,ATL,10,35.1,5.3,2,4,0.5,1.3,3.2,0.406,0.662,53,1,2.1,5.3,8.7,0.609,10,3.9,1.9,4.3,0.364,2.6,19,39,43.5,3,0.1,0.6,5,7.1,9.7,30,1.8,0.9,2.4,0.375,0,0.3,0,0.375,18,8,15.1,.530,3.5,4.5,.438,80,2,5.1,.392,1.8,0.2,.900,6,10,.600,1.7,4.3,.283,18,1.9,0.364,3.1,0.571,5.3,0.5,1.8,0.375,2.2,2.1,4,2.4,0.521,0,0,,0,0,,0,0,,0,0,,23.6,4,2.4,3.2,12.4,11.2,0,0,64.3,43.5,2.2,3.7,3.8,18,0.28,0.4,643
1610612758,2014-15,00,Ryan Hollins,5,C,84,240,1984-10-10T07:00:00.000Z,29,8,UCLA,200797,Ryan,Hollins,SAC,7,1.6,0,0,0,,0,0,,,0,0,0.1,0.4,0.6,0.75,0,0,0,0,,0,0,0,1,0.1,0,0,0.1,0.3,8.5,1,0,0,0,,0,0,,,0,0.4,0.9,.500,0.1,0.3,.333,3,0.1,0.3,.500,0.1,0,1.000,0.3,0.6,.500,0,0.3,.000,0.9,0,,0.3,1,0,,0,,0,0.1,0,0,1,0,0,,0,0,,0,0,,0,0,,0.7,3.8,0.1,3,0.3,0.4,0,0,2,0.9,0,0.3,0.3,0.9,0.429,1,14
1610612739,2014-15,00,Lou Amundson,89,F,81,225,1982-12-07T08:00:00.000Z,31,8,UNLV,200811,Lou,Amundson,CLE,1,9.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,,0,0,0,11,1,0,0,1,2,10.5,1,0,0,0,,0,0,,,0,2,3,.667,0,2,.000,2,1,2,.500,0,1,.000,1,1,1.000,0,1,.000,2,0,,2,1,0,,0,,0,1,0,0,0.333,0,0,,0,0,,0,0,,0,0,,0.7,4.6,0.7,3.7,0.4,0.3,0,0,14,9,0.2,1,1,2,0.143,0.2,14
1610612742,2014-15,00,Jose Juan Barea,5,G,72,185,1984-06-26T07:00:00.000Z,30,8,Northeastern,200826,Jose Juan,Barea,DAL,11,16.6,0.9,0.4,0.6,0.571,0.2,0.5,0.4,0.714,10,0,0.9,0.6,0.9,0.7,0,4.9,3.3,5.9,0.471,9.4,36,54,33.8,4.3,0.5,0.5,7.6,10.5,30.4,47,2.4,1.1,2.8,0.387,0.2,0.8,0.222,0.419,26,1.7,3.5,.500,0.5,1.3,.263,19,0.2,0.6,.286,0.1,0.1,.500,1.5,2.8,.548,0.4,1.2,.235,7.8,3.3,0.471,0.2,1,0.9,0.571,2.4,0.387,3.1,0.1,0.6,2.8,0.461,0,0,,0,0,,0,0,,0,0,,13.4,4.4,1.2,3.5,7.2,6.2,0,0,44,35.9,3.6,0.3,0.6,7.8,0.178,0.2,484
1610612760,2014-15,00,Kevin Durant,35,F,81,240,1988-09-29T07:00:00.000Z,25,7,Texas,201142
1610612737,2014-15,00,Al Horford,15,C-F,82,250,1986-06-03T07:00:00.000Z,28,7,Florida,201143,Al,Horford,ATL,10,29.7,6,2.9,5.2,0.558,0.2,0.4,0.5,0.577,60,1.1,0.8,4.4,6.6,0.667,11,0.6,0.2,0.4,0.333,0.3,2,6,39.3,2.6,0.4,0.5,4.2,6.6,10.7,26,0.4,0.2,0.5,0.4,0,0,,0.4,4,6.8,9.1,.747,2.6,4.2,.382,68,2,2.5,.800,1.2,0.8,.600,4.8,6.6,.727,1.4,3.4,.292,13.8,0.2,0.333,3.4,0.5,6,0.558,0.4,0.4,0.3,3,5.2,0.5,0.546,0,0,,0,0,,0,0,,0,0,,19.2,3.9,1.9,3.1,9.9,9.3,0,0,54.6,35.9,1.4,5.5,4.7,13.8,0.253,0.4,546
1610612763,2014-15,00,Mike Conley,11,G,73,175,1987-10-11T07:00:00.000Z,26,7,Ohio State,201144,Mike,Conley,MEM,12,33.2,2.9,1,2.2,0.462,0.9,1.8,0.5,0.673,35,0.2,1.4,1,1.8,0.571,2,9.1,5.9,10.1,0.433,8.6,71,109,67,5.9,1,2,11.8,13.2,19.2,71,4,1.8,4.8,0.362,0.5,1.2,0.4,0.414,48,2.5,4.3,.577,0.6,1.9,.233,30,0.3,0.8,.400,0.1,0.2,.250,2.2,3.5,.619,0.5,1.7,.231,17.1,5.9,0.433,0,0,2.9,0.462,4,0.362,5,0.1,2.2,4.8,0.475,0,0,,0,0,,0,0,,0,0,,27.6,4.2,2.3,3.3,15.5,12.2,0,0,88.4,79.5,7.6,0.2,1.6,17.1,0.193,0.2,1061
1610612738,2014-15,00,Jeff Green,8,F,81,235,1986-08-28T07:00:00.000Z,27,6,Georgetown,201145,Jeff,Green,BOS,10,35.4,3.6,1.2,5,0.24,1.2,4.4,0.273,0.36,36,0.8,1.1,1.5,3.1,0.484,8,3.1,3.3,4,0.6,4.5,33,31,34.9,2,0.1,0.7,3.7,4.6,6.2,20,3.5,1.5,3.7,0.405,0.5,1.4,0.357,0.473,35,5.2,8.6,.605,1.8,3.4,.346,52,1.1,1.8,.611,0.8,0.3,.727,4.1,6.8,.603,1,3.1,.244,19,3.3,0.6,2.5,0.75,3.6,0.24,3.5,0.405,2,1.6,5,3.7,0.5,0,0,,0,0,,0,0,,0,0,,23.5,4,2.3,3.2,12.4,11,0,0,54.8,42.5,1.5,2.3,0.8,19,0.347,0.4,548
1610612750,2014-15,00,Corey Brewer,13,G-F,81,186,1986-03-05T08:00:00.000Z,28,7,Florida,201147,Corey,Brewer,MIN,9,23.5,0.6,0.2,1.3,0.167,0.1,0.9,0.125,0.208,5,0,2.2,0.8,0.9,0.875,0,2.2,1.6,3.1,0.385,3.2,14,20,18.1,1.4,0.4,0.3,3,3.4,7,13,0.7,0.3,1.1,0.3,0,0.1,0,0.3,6,2.9,4.6,.634,0.7,2.2,.231,26,1.4,2,.722,0.6,0.9,.385,1.4,2.6,.565,0.1,1.3,.077,9.3,1.6,0.385,1.6,0.667,0.6,0.167,0.7,0.3,1.4,1,1.3,1.1,0.444,0,0,,0,0,,0,0,,0,0,,14.7,4.2,1.6,3.3,7.7,7,0,0,29.4,25.2,0.8,1.7,1.4,9.3,0.317,0.4,265
1610612742,2014-15,00,Brandan Wright,34,F,82,210,1987-10-05T07:00:00.000Z,26,6,North Carolina,201148,Brandan,Wright,DAL,12,18.7,0.3,0.2,0.2,1,0,0,,1,4,1.5,0.5,2.4,4.6,0.527,18,0.1,0.2,0.2,1,0.4,2,1,15.3,0.2,0.1,0.2,0.8,0.8,2.1,3,0,0,0.1,0,0,0,,0,0,4,7.5,.544,2,2.1,.490,48,1.8,3,.639,1.2,0.7,.652,2.2,4.5,.481,0.8,1.4,.346,10.1,0.2,1,5.7,0.824,0.3,1,0,0,0.1,2.8,0.2,0.1,0.761,0,0,,0,0,,0,0,,0,0,,14.4,3.9,1.2,3.1,7.4,7,0,0,22.6,13.1,0.5,3.9,2.8,10.1,0.446,0.8,271
1610612741,2014-15,00,Joakim Noah,13,C,83,232,1985-02-25T08:00:00.000Z,29,7,Florida,201149,Joakim,Noah,CHI,10,32.3,1,0.5,1.1,0.455,0,0,,0.455,10,1.3,0.5,3.5,6.5,0.538,13,1,0.4,0.8,0.4,0.6,4,10,61.6,4.7,0.5,0.4,9.4,10.3,15.3,47,0.6,0.3,0.3,1,0,0,,1,6,10.3,16.6,.620,5.1,5.2,.495,103,3,5.7,.526,2.4,0.6,.800,7.3,10.9,.670,2.7,4.6,.370,8.4,0.4,0.4,3.3,0.583,1,0.455,0.6,1,0.5,2.4,1.1,0.3,0.462,0,0,,0,0,,0,0,,0,0,,21.6,4,2.2,3.2,12,9.7,0,0,74.6,38.9,1.8,4.5,8.5,8.4,0.113,0.2,746
1610612746,2014-15,00,Spencer Hawes,10,F-C,85,245,1988-04-28T07:00:00.000Z,26,7,Washington,201150,Spencer,Hawes,LAC,11,17.9,2.6,0.9,2.2,0.417,0.8,2.1,0.391,0.604,29,1.1,0.2,2,3.5,0.579,12,0.9,0.2,1.5,0.167,0.5,2,10,23.5,0.9,0.2,0.6,1.9,2,5.4,10,0.2,0.1,0.6,0.143,0,0.2,0,0.143,2,4.5,6.5,.611,1.6,2.4,.409,49,0.5,1.1,.417,0.5,0,1.000,4,5.5,.650,1.2,2.4,.333,7.5,0.2,0.167,1.4,0.7,2.6,0.417,0.2,0.143,0.5,0.9,2.2,0.6,0.516,0,0,,0,0,,0,0,,0,0,,13.4,4.1,1.2,3.3,6.3,5.7,0,0,36.4,17.7,0.8,1.5,1.9,7.5,0.208,0.4,400
